type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
impedance,[2010.     8.    11.    15.    53.    17.5],24,B0048,149,518,00518.csv,,0.08362968998221830,0.2504185633386430
charge,[2010.       8.      11.      16.      25.      13.593],4,B0048,150,519,00519.csv,,,
impedance,[2010.       8.      11.      19.      30.      44.109],24,B0048,151,520,00520.csv,,0.07877728810882170,0.23721692866806600
discharge,[2010.       8.      12.      12.      34.      22.109],4,B0048,152,521,00521.csv,1.2275441303266800,,
impedance,[2010    8   12   13   55   19],24,B0048,153,522,00522.csv,,0.08376647422247420,0.24765628855715300
charge,[2010.      8.     12.     14.     27.     15.14],4,B0048,154,523,00523.csv,,,
impedance,[2010.       8.      12.      17.      32.      50.875],24,B0048,155,524,00524.csv,,0.07991775295486520,0.2320164334146060
discharge,[2010.       8.      12.      18.       4.      47.218],4,B0048,156,525,00525.csv,1.2386788414290400,,
charge,[2010.       8.      12.      19.      22.      39.406],4,B0048,157,526,00526.csv,,,
discharge,[2010.       8.      12.      22.      24.      12.484],4,B0048,158,527,00527.csv,1.2283577755407100,,
charge,[2010.       8.      12.      23.      40.      56.125],4,B0048,159,528,00528.csv,,,
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,B0048,160,529,00529.csv,1.2095481507570500,,
charge,[2010.       8.      13.       3.      58.       7.187],4,B0048,161,530,00530.csv,,,
discharge,[2010.       8.      13.       6.      59.      39.343],4,B0048,162,531,00531.csv,1.2082142070681000,,
charge,[2010.       8.      13.       8.      14.      54.843],4,B0048,163,532,00532.csv,,,
discharge,[2010.       8.      13.      11.      16.      29.328],4,B0048,164,533,00533.csv,0,,
impedance,[2010.       8.      13.      11.      55.      20.859],24,B0048,165,534,00534.csv,,0.08287926735182810,0.22083120089240900
charge,[2010.       8.      13.      12.      27.      18.593],4,B0048,166,535,00535.csv,,,
impedance,[2010.       8.      13.      15.      32.      55.359],24,B0048,167,536,00536.csv,,0.08165257707052540,0.23312870269555300
discharge,[2010.       8.      16.      10.      57.       7.937],4,B0048,168,537,00537.csv,1.2998734542832100,,
impedance,[2010.       8.      16.      12.      24.      17.453],24,B0048,169,538,00538.csv,,0.08140827254834930,0.24225861339361600
charge,[2010.       8.      16.      12.      56.      14.546],4,B0048,170,539,00539.csv,,,
impedance,[2.0100e+03 8.0000e+00 1.6000e+01 1.6000e+01 1.0000e+00 5.2046e+01],24,B0048,171,540,00540.csv,,0.08005082460847870,0.2193824296361440
discharge,[2010.       8.      16.      16.      33.      48.968],4,B0048,172,541,00541.csv,1.2691220651743800,,
charge,[2010.       8.      16.      17.      53.      19.203],4,B0048,173,542,00542.csv,,,
discharge,[2010.       8.      16.      20.      54.      56.609],4,B0048,174,543,00543.csv,1.2555144634690800,,
charge,[2010.       8.      16.      22.      13.       2.812],4,B0048,175,544,00544.csv,,,
discharge,[2.0100e+03 8.0000e+00 1.7000e+01 1.0000e+00 1.4000e+01 4.2109e+01],4,B0048,176,545,00545.csv,1.2519876926897700,,
charge,[2010    8   17    2   32   20],4,B0048,177,546,00546.csv,,,
discharge,[2010.       8.      17.       5.      33.      53.718],4,B0048,178,547,00547.csv,1.2374982003020000,,
charge,[2010.       8.      17.       6.      50.      25.203],4,B0048,179,548,00548.csv,,,
discharge,[2010.       8.      17.       9.      52.       5.375],4,B0048,180,549,00549.csv,1.2231273969879000,,
impedance,[2.010e+03 8.000e+00 1.700e+01 1.100e+01 1.200e+01 1.125e+00],24,B0048,181,550,00550.csv,,0.08236120368960730,0.25452655594987600
charge,[2010.       8.      17.      11.      43.      58.265],4,B0048,182,551,00551.csv,,,
impedance,[2010.       8.      17.      14.      49.      38.671],24,B0048,183,552,00552.csv,,0.08052683359122730,0.2257253229535860
discharge,[2010.       7.      21.      15.       0.      35.093],4,B0046,0,553,00553.csv,1.7282392323598200,,
impedance,[2010.       7.      21.      16.      53.      45.968],24,B0046,1,554,00554.csv,,0.09194533928221200,0.1870717035021500
charge,[2010.       7.      21.      17.      25.      40.671],4,B0046,2,555,00555.csv,,,
impedance,[2010    7   21   20   31    5],24,B0046,3,556,00556.csv,,0.07717590294099800,0.1826685711923540
discharge,[2.0100e+03 7.0000e+00 2.1000e+01 2.1000e+01 2.0000e+00 5.6984e+01],4,B0046,4,557,00557.csv,1.5161488467923100,,
charge,[2010.       7.      21.      22.      38.      43.484],4,B0046,5,558,00558.csv,,,
discharge,[2.010e+03 7.000e+00 2.200e+01 1.000e+00 4.000e+01 6.218e+00],4,B0046,6,559,00559.csv,1.503121190703980,,
charge,[2010.       7.      22.       3.      14.      53.218],4,B0046,7,560,00560.csv,,,
discharge,[2010.       7.      22.       6.      16.      21.781],4,B0046,8,561,00561.csv,1.48586566102824,,
charge,[2010.       7.      22.       7.      50.      21.625],4,B0046,9,562,00562.csv,,,
discharge,[2010.       7.      22.      10.      51.      48.203],4,B0046,10,563,00563.csv,1.4694562316392700,,
charge,[2010.       7.      22.      12.      25.       3.656],4,B0046,11,564,00564.csv,,,
discharge,[2010.       7.      22.      15.      26.      29.359],4,B0046,12,565,00565.csv,1.4589554592644800,,
impedance,[2010.       7.      22.      17.       3.       7.062],24,B0046,13,566,00566.csv,,0.0819659578807842,0.24492509528564700
charge,[2010.       7.      22.      17.      34.      59.312],4,B0046,14,567,00567.csv,,,
impedance,[2010.     7.    22.    20.    40.    25.5],24,B0046,15,568,00568.csv,,0.07623453681593680,0.18984193318017500
discharge,[2010.       7.      23.       9.      59.       8.718],4,B0046,16,569,00569.csv,1.4556853555098300,,
impedance,[2010.       7.      23.      11.      35.      36.875],24,B0046,17,570,00570.csv,,0.08237854639974330,0.22852812374188900
charge,[2010.      7.     23.     12.      7.     29.25],4,B0046,18,571,00571.csv,,,
impedance,[2010.       7.      23.      15.      12.      59.218],24,B0046,19,572,00572.csv,,0.07559209116896930,0.1883024240199670
discharge,[2010.       7.      23.      15.      44.      51.671],4,B0046,20,573,00573.csv,1.456232262380320,,
charge,[2010.       7.      23.      17.      17.      36.625],4,B0046,21,574,00574.csv,,,
discharge,[2010.       7.      23.      20.      19.       2.359],4,B0046,22,575,00575.csv,1.4440592236675100,,
charge,[2010.       7.      23.      21.      50.      50.578],4,B0046,23,576,00576.csv,,,
discharge,[2010.       7.      24.       0.      52.      14.625],4,B0046,24,577,00577.csv,1.428294264765870,,
charge,[2.0100e+03 7.0000e+00 2.4000e+01 2.0000e+00 2.3000e+01 2.1453e+01],4,B0046,25,578,00578.csv,,,
discharge,[2010.       7.      24.       5.      24.      46.453],4,B0046,26,579,00579.csv,1.4199848948034700,,
charge,[2010.       7.      24.       6.      55.      11.046],4,B0046,27,580,00580.csv,,,
discharge,[2010    7   24    9   56   39],4,B0046,28,581,00581.csv,1.4043226018516600,,
impedance,[2010.       7.      24.      11.      30.      35.656],24,B0046,29,582,00582.csv,,0.08120588668960780,0.232715267361228
charge,[2.010e+03 7.000e+00 2.400e+01 1.200e+01 2.000e+00 2.839e+01],4,B0046,30,583,00583.csv,,,
impedance,[2010.       7.      24.      15.       7.      54.015],24,B0046,31,584,00584.csv,,0.07720407425594150,0.19135753981975600
discharge,[2010.       7.      27.      16.      12.       5.718],4,B0046,32,585,00585.csv,1.4234351301616000,,
impedance,[2010.     7.    27.    17.    47.    10.5],24,B0046,33,586,00586.csv,,0.08332069317920900,0.22823249519383500
charge,[2010.       7.      27.      18.      19.       3.281],4,B0046,34,587,00587.csv,,,
impedance,[2010.       7.      27.      21.      24.      31.406],24,B0046,35,588,00588.csv,,0.07563786694471850,0.19401600783008800
discharge,[2010.       7.      27.      21.      56.      24.312],4,B0046,36,589,00589.csv,1.4339948857967300,,
charge,[2010.       7.      27.      23.      28.       8.828],4,B0046,37,590,00590.csv,,,
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 2.0000e+00 2.9000e+01 3.7343e+01],4,B0046,38,591,00591.csv,1.4185177047756600,,
charge,[2010.       7.      28.       4.       0.      28.265],4,B0046,39,592,00592.csv,,,
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 7.0000e+00 1.0000e+00 5.7687e+01],4,B0046,40,593,00593.csv,1.4056313337829400,,
charge,[2010.       7.      28.       8.      31.      35.609],4,B0046,41,594,00594.csv,,,
discharge,[2.010e+03 7.000e+00 2.800e+01 1.100e+01 3.300e+01 1.828e+00],4,B0046,42,595,00595.csv,1.3890214025155600,,
charge,[2.010e+03 7.000e+00 2.800e+01 1.300e+01 2.000e+00 8.531e+00],4,B0046,43,596,00596.csv,,,
discharge,[2010.       7.      28.      16.       3.      39.015],4,B0046,44,597,00597.csv,1.3723339082737400,,
impedance,[2.01e+03 7.00e+00 2.80e+01 1.70e+01 3.60e+01 7.34e-01],24,B0046,45,598,00598.csv,,0.08118306151794050,0.2405344663006170
charge,[2010.       7.      28.      18.       7.      53.906],4,B0046,46,599,00599.csv,,,
impedance,[2010.       7.      28.      21.      13.      22.187],24,B0046,47,600,00600.csv,,0.0777141187377075,0.18681976287298600
discharge,[2010.     7.    28.    21.    45.    15.5],4,B0046,48,601,00601.csv,1.3615778905990600,,
charge,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,B0046,49,602,00602.csv,,,
discharge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 1.4000e+01 2.9703e+01],4,B0046,50,603,00603.csv,0,,
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,B0046,51,604,00604.csv,,,
discharge,[2010.       7.      29.       5.      57.      18.515],4,B0046,52,605,00605.csv,1.4100282016237400,,
charge,[2010.       7.      29.       7.      27.      57.484],4,B0046,53,606,00606.csv,,,
discharge,[2010.       7.      29.      10.      29.      29.765],4,B0046,54,607,00607.csv,1.3395671374926500,,
charge,[2010.       7.      29.      11.      56.      11.593],4,B0046,55,608,00608.csv,,,
discharge,[2010.       7.      29.      14.      57.      39.921],4,B0046,56,609,00609.csv,1.3291515487117500,,
impedance,[2010.      7.     29.     16.     27.     30.14],24,B0046,57,610,00610.csv,,0.08215965572666580,0.25082064818174600
charge,[2010.       7.      29.      16.      59.      23.625],4,B0046,58,611,00611.csv,,,
impedance,[2010.       7.      29.      20.       4.      55.562],24,B0046,59,612,00612.csv,,0.07821782500237030,0.1955292803071600
discharge,[2010.       7.      29.      20.      36.      49.093],4,B0046,60,613,00613.csv,1.3181687033905700,,
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,B0046,61,614,00614.csv,,,
discharge,[2.0100e+03 7.0000e+00 3.0000e+01 1.0000e+00 3.0000e+00 4.8203e+01],4,B0046,62,615,00615.csv,1.312423708466100,,
charge,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,B0046,63,616,00616.csv,,,
discharge,[2010.       7.      30.       5.      30.      13.453],4,B0046,64,617,00617.csv,1.2993237532162500,,
charge,[2010.       7.      30.       6.      54.      35.109],4,B0046,65,618,00618.csv,,,
discharge,[2010.       7.      30.       9.      56.       7.796],4,B0046,66,619,00619.csv,1.2877483042174600,,
charge,[2010.       7.      30.      11.      19.      35.093],4,B0046,67,620,00620.csv,,,
discharge,[2010.       7.      30.      14.      21.       3.875],4,B0046,68,621,00621.csv,1.2865282739749100,,
impedance,[2010.       7.      30.      15.      48.      12.125],24,B0046,69,622,00622.csv,,0.08323720831832550,0.2278577083294980
charge,[2010    7   30   16   20    6],4,B0046,70,623,00623.csv,,,
impedance,[2010.       7.      30.      19.      25.      34.984],24,B0046,71,624,00624.csv,,0.07950370067323090,0.1974406290161070
discharge,[2010.       7.      30.      19.      57.      28.859],4,B0046,72,625,00625.csv,1.2719636386987200,,
charge,[2010.       7.      30.      21.      20.      14.843],4,B0046,73,626,00626.csv,,,
discharge,[2010.       7.      31.       0.      21.      41.812],4,B0046,74,627,00627.csv,1.2714495345417200,,
charge,[2.0100e+03 7.0000e+00 3.1000e+01 1.0000e+00 4.3000e+01 5.7734e+01],4,B0046,75,628,00628.csv,,,
discharge,[2010.       7.      31.       4.      45.      24.171],4,B0046,76,629,00629.csv,1.2615423884659100,,
charge,[2010.       7.      31.       6.       7.       5.562],4,B0046,77,630,00630.csv,,,
discharge,[2010.       7.      31.       9.       8.      38.406],4,B0046,78,631,00631.csv,1.2421201619204100,,
charge,[2010.       7.      31.      10.      29.      39.359],4,B0046,79,632,00632.csv,,,
discharge,[2010.       7.      31.      13.      31.       7.296],4,B0046,80,633,00633.csv,1.2402537441669800,,
impedance,[2010.       7.      31.      14.      55.      48.421],24,B0046,81,634,00634.csv,,0.08242979163947260,0.23860007679080400
charge,[2010.       7.      31.      15.      27.      42.562],4,B0046,82,635,00635.csv,,,
impedance,[2010.       7.      31.      18.      33.      11.796],24,B0046,83,636,00636.csv,,0.07859461504461130,0.2110064519147990
discharge,[2010.       8.       3.      15.      52.      53.046],4,B0046,84,637,00637.csv,1.2851130012242900,,
impedance,[2010.       8.       3.      17.      20.      28.062],24,B0046,85,638,00638.csv,,0.08528482420265600,0.23034769239747700
charge,[2010.       8.       3.      17.      52.      22.375],4,B0046,86,639,00639.csv,,,
impedance,[2010.       8.       3.      20.      57.      49.484],24,B0046,87,640,00640.csv,,0.07824380553520460,0.19301061741153800
discharge,[2010.       8.       3.      21.      29.      43.953],4,B0046,88,641,00641.csv,1.3043327841699200,,
charge,[2010.       8.       3.      22.      54.      43.062],4,B0046,89,642,00642.csv,,,
discharge,[2.0100e+03 8.0000e+00 4.0000e+00 1.0000e+00 5.6000e+01 1.2734e+01],4,B0046,90,643,00643.csv,1.2778639041620000,,
charge,[2010.      8.      4.      3.     19.     23.25],4,B0046,91,644,00644.csv,,,
discharge,[2010.       8.       4.       6.      20.      57.078],4,B0046,92,645,00645.csv,1.2723464591651500,,
charge,[2010.       8.       4.       7.      43.      19.828],4,B0046,93,646,00646.csv,,,
discharge,[2010.      8.      4.     10.     44.     49.39],4,B0046,94,647,00647.csv,1.2477883952768800,,
charge,[2010.       8.       4.      12.       6.      28.531],4,B0046,95,648,00648.csv,,,
discharge,[2010.       8.       4.      15.       7.      58.828],4,B0046,96,649,00649.csv,1.2352499196655500,,
impedance,[2010.       8.       4.      16.      32.      38.906],24,B0046,97,650,00650.csv,,0.08302083043754500,0.23756384005994800
charge,[2010.       8.       4.      17.       4.      33.625],4,B0046,98,651,00651.csv,,,
impedance,[2010.       8.       4.      20.      10.       4.812],24,B0046,99,652,00652.csv,,0.07940067402995160,0.21026493460698100
discharge,[2010.     8.     4.    20.    41.    59.5],4,B0046,100,653,00653.csv,1.229251291851950,,
charge,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,B0046,101,654,00654.csv,,,
discharge,[2.010e+03 8.000e+00 5.000e+00 1.000e+00 4.000e+00 3.312e+00],4,B0046,102,655,00655.csv,1.223890910501630,,
charge,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,B0046,103,656,00656.csv,,,
discharge,[2010.       8.       5.       5.      25.       7.906],4,B0046,104,657,00657.csv,1.205423323571370,,
charge,[2010.       8.       5.       6.      44.       4.281],4,B0046,105,658,00658.csv,,,
discharge,[2010.      8.      5.      9.     45.     36.39],4,B0046,106,659,00659.csv,1.1957824090008200,,
charge,[2010.       8.       5.      11.       4.      13.765],4,B0046,107,660,00660.csv,,,
discharge,[2010.       8.       5.      14.       5.      44.828],4,B0046,108,661,00661.csv,1.1900729496698500,,
impedance,[2010.       8.       5.      15.      27.      47.125],24,B0046,109,662,00662.csv,,0.08343387022755690,0.23400963467596000
charge,[2010.       8.       5.      15.      59.      42.062],4,B0046,110,663,00663.csv,,,
impedance,[2010.       8.       5.      19.       5.      13.171],24,B0046,111,664,00664.csv,,0.0810178807183025,0.2127454883661690
discharge,[2010.       8.       5.      19.      37.       8.125],4,B0046,112,665,00665.csv,1.179201763233650,,
charge,[2010.       8.       5.      20.      54.      47.218],4,B0046,113,666,00666.csv,,,
discharge,[2010.       8.       5.      23.      56.      22.437],4,B0046,114,667,00667.csv,1.169504032514550,,
charge,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,B0046,115,668,00668.csv,,,
discharge,[2010.       8.       6.       4.      15.       3.234],4,B0046,116,669,00669.csv,1.16772376849918,,
charge,[2010.       8.       6.       5.      31.      48.156],4,B0046,117,670,00670.csv,,,
discharge,[2010.      8.      6.      8.     33.     24.75],4,B0046,118,671,00671.csv,1.1579256145829000,,
charge,[2010.       8.       6.       9.      49.      49.937],4,B0046,119,672,00672.csv,,,
discharge,[2010    8    6   12   51   21],4,B0046,120,673,00673.csv,1.1499812813377000,,
impedance,[2010.       8.       6.      14.      11.      12.234],24,B0046,121,674,00674.csv,,0.0844622633914447,0.23211008760762700
charge,[2010.       8.       6.      14.      43.       7.578],4,B0046,122,675,00675.csv,,,
impedance,[2010.       8.       6.      17.      48.      41.937],24,B0046,123,676,00676.csv,,0.08196042284417200,0.2058766296813480
discharge,[2010.       8.       6.      18.      20.      37.375],4,B0046,124,677,00677.csv,1.150285902223030,,
charge,[2010.       8.       6.      19.      36.      20.187],4,B0046,125,678,00678.csv,,,
discharge,[2010.       8.       6.      22.      37.      51.968],4,B0046,126,679,00679.csv,1.1349452274085200,,
charge,[2010.      8.      6.     23.     53.     10.89],4,B0046,127,680,00680.csv,,,
discharge,[2.0100e+03 8.0000e+00 7.0000e+00 2.0000e+00 5.4000e+01 4.6296e+01],4,B0046,128,681,00681.csv,1.1380960963513600,,
charge,[2010.       8.       7.       4.       9.      31.812],4,B0046,129,682,00682.csv,,,
discharge,[2010.       8.       7.       7.      11.       8.671],4,B0046,130,683,00683.csv,1.123711172150550,,
charge,[2010.       8.       7.       8.      25.      18.796],4,B0046,131,684,00684.csv,,,
discharge,[2010.       8.       7.      11.      26.      50.984],4,B0046,132,685,00685.csv,0,,
impedance,[2010.       8.       7.      12.      32.      26.234],24,B0046,133,686,00686.csv,,0.0856412032472594,0.2350786561579920
charge,[2010.       8.       7.      13.       4.      21.953],4,B0046,134,687,00687.csv,,,
impedance,[2010.      8.      7.     16.      9.     53.89],24,B0046,135,688,00688.csv,,0.08132531269171150,0.2127157604775670
discharge,[2010.       8.      10.      15.      39.      28.921],4,B0046,136,689,00689.csv,1.214119211354100,,
impedance,[2010.       8.      10.      17.       4.      18.343],24,B0046,137,690,00690.csv,,0.08534495362991040,0.23020257285736600
charge,[2010.       8.      10.      17.      36.      14.109],4,B0046,138,691,00691.csv,,,
impedance,[2010.       8.      10.      20.      41.      53.921],24,B0046,139,692,00692.csv,,0.08089351441764230,0.19666741100844700
discharge,[2010.      8.     10.     21.     13.     49.64],4,B0046,140,693,00693.csv,1.211944797522820,,
charge,[2010.       8.      10.      22.      33.      31.875],4,B0046,141,694,00694.csv,,,
discharge,[2.010e+03 8.000e+00 1.100e+01 1.000e+00 3.500e+01 2.781e+00],4,B0046,142,695,00695.csv,1.1971248679331900,,
charge,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,B0046,143,696,00696.csv,,,
discharge,[2010.       8.      11.       5.      54.      59.281],4,B0046,144,697,00697.csv,1.1822892151871000,,
charge,[2010.       8.      11.       7.      12.      27.125],4,B0046,145,698,00698.csv,,,
discharge,[2010.       8.      11.      10.      14.       4.421],4,B0046,146,699,00699.csv,1.1645336676778400,,
charge,[2010.       8.      11.      11.      31.      14.703],4,B0046,147,700,00700.csv,,,
discharge,[2010.       8.      11.      14.      32.      46.656],4,B0046,148,701,00701.csv,1.1535559567518600,,
impedance,[2010.     8.    11.    15.    53.    17.5],24,B0046,149,702,00702.csv,,0.0843307889050809,0.23440316330817100
charge,[2010.       8.      11.      16.      25.      13.593],4,B0046,150,703,00703.csv,,,
impedance,[2010.       8.      11.      19.      30.      44.109],24,B0046,151,704,00704.csv,,0.08234957242368900,0.20929540146223700
discharge,[2010.       8.      12.      12.      34.      22.109],4,B0046,152,705,00705.csv,1.1601987101282100,,
impedance,[2010    8   12   13   55   19],24,B0046,153,706,00706.csv,,0.08628731710880990,0.23860245270482500
charge,[2010.      8.     12.     14.     27.     15.14],4,B0046,154,707,00707.csv,,,
impedance,[2010.       8.      12.      17.      32.      50.875],24,B0046,155,708,00708.csv,,0.08085166351121220,0.20738228651723400
discharge,[2010.       8.      12.      18.       4.      47.218],4,B0046,156,709,00709.csv,1.1711716308206100,,
charge,[2010.       8.      12.      19.      22.      39.406],4,B0046,157,710,00710.csv,,,
discharge,[2010.       8.      12.      22.      24.      12.484],4,B0046,158,711,00711.csv,1.1563410270783200,,
charge,[2010.       8.      12.      23.      40.      56.125],4,B0046,159,712,00712.csv,,,
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,B0046,160,713,00713.csv,1.141082456193520,,
charge,[2010.       8.      13.       3.      58.       7.187],4,B0046,161,714,00714.csv,,,
discharge,[2010.       8.      13.       6.      59.      39.343],4,B0046,162,715,00715.csv,1.1352383596118100,,
charge,[2010.       8.      13.       8.      14.      54.843],4,B0046,163,716,00716.csv,,,
discharge,[2010.       8.      13.      11.      16.      29.328],4,B0046,164,717,00717.csv,0,,
impedance,[2010.       8.      13.      11.      55.      20.859],24,B0046,165,718,00718.csv,,0.08347666367871390,0.22241946440627800
charge,[2010.       8.      13.      12.      27.      18.593],4,B0046,166,719,00719.csv,,,
impedance,[2010.       8.      13.      15.      32.      55.359],24,B0046,167,720,00720.csv,,0.08249533483883910,0.2177659128869860
discharge,[2010.       8.      16.      10.      57.       7.937],4,B0046,168,721,00721.csv,1.2530847858282800,,
impedance,[2010.       8.      16.      12.      24.      17.453],24,B0046,169,722,00722.csv,,0.0860735486643324,0.22710713634903800
charge,[2010.       8.      16.      12.      56.      14.546],4,B0046,170,723,00723.csv,,,
impedance,[2.0100e+03 8.0000e+00 1.6000e+01 1.6000e+01 1.0000e+00 5.2046e+01],24,B0046,171,724,00724.csv,,0.08253202322057320,0.1909788575414280
discharge,[2010.       8.      16.      16.      33.      48.968],4,B0046,172,725,00725.csv,1.2050453590356500,,
charge,[2010.       8.      16.      17.      53.      19.203],4,B0046,173,726,00726.csv,,,
discharge,[2010.       8.      16.      20.      54.      56.609],4,B0046,174,727,00727.csv,1.19119860196273,,
charge,[2010.       8.      16.      22.      13.       2.812],4,B0046,175,728,00728.csv,,,
discharge,[2.0100e+03 8.0000e+00 1.7000e+01 1.0000e+00 1.4000e+01 4.2109e+01],4,B0046,176,729,00729.csv,1.17463817374538,,
charge,[2010    8   17    2   32   20],4,B0046,177,730,00730.csv,,,
discharge,[2010.       8.      17.       5.      33.      53.718],4,B0046,178,731,00731.csv,1.1555432048235500,,
charge,[2010.       8.      17.       6.      50.      25.203],4,B0046,179,732,00732.csv,,,
discharge,[2010.       8.      17.       9.      52.       5.375],4,B0046,180,733,00733.csv,1.1538041170229500,,
impedance,[2.010e+03 8.000e+00 1.700e+01 1.100e+01 1.200e+01 1.125e+00],24,B0046,181,734,00734.csv,,0.0855762876679171,0.23631754613871100
charge,[2010.       8.      17.      11.      43.      58.265],4,B0046,182,735,00735.csv,,,
impedance,[2010.       8.      17.      14.      49.      38.671],24,B0046,183,736,00736.csv,,0.08083179905043460,0.21146271210164600
charge,[2010.       6.       3.      18.      29.      28.093],22,B0043,0,737,00737.csv,,,
impedance,[2010.       6.       3.      19.      59.      13.171],24,B0043,1,738,00738.csv,,0.0695338223583365,0.11270565686795900
discharge,[2010.       6.       3.      20.      31.       2.968],22,B0043,2,739,00739.csv,1.713782642126890,,
charge,[2010.       6.       3.      21.      28.      23.343],22,B0043,3,740,00740.csv,,,
discharge,[2010.       6.       4.       0.      29.      30.921],22,B0043,4,741,00741.csv,1.6955681658647100,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 1.0000e+00 2.5000e+01 3.9953e+01],22,B0043,5,742,00742.csv,,,
discharge,[2010.       6.       4.       4.      26.      46.875],22,B0043,6,743,00743.csv,1.6814906372052000,,
charge,[2010.       6.       4.       5.      22.      11.609],22,B0043,7,744,00744.csv,,,
discharge,[2010.     6.     4.     8.    23.    18.5],22,B0043,8,745,00745.csv,1.6786372409533000,,
charge,[2010.       6.       4.       9.      18.      10.125],22,B0043,9,746,00746.csv,,,
discharge,[2010.       6.       4.      12.      19.      17.125],22,B0043,10,747,00747.csv,1.6694168550865000,,
impedance,[2010.      6.      4.     13.     17.     33.14],24,B0043,11,748,00748.csv,,0.06397229891106030,0.1085598128584670
charge,[2010.       6.       4.      13.      49.      16.656],22,B0043,12,749,00749.csv,,,
impedance,[2010.       6.       4.      16.      54.      24.109],24,B0043,13,750,00750.csv,,0.06047438402137440,0.10460205007342200
discharge,[2010.      6.      4.     17.     26.      7.75],22,B0043,14,751,00751.csv,0,,
charge,[2010.       6.       4.      18.      11.      41.437],22,B0043,15,752,00752.csv,,,
discharge,[2.01e+03 6.00e+00 4.00e+00 2.10e+01 8.00e+00 4.37e-01],22,B0043,16,753,00753.csv,1.6611938521224800,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 2.3046e+01],22,B0043,17,754,00754.csv,,,
discharge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 2.0000e+00 3.3453e+01],22,B0043,18,755,00755.csv,1.6506423382064300,,
charge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 5.5000e+01 3.7531e+01],22,B0043,19,756,00756.csv,,,
discharge,[2010.       6.       5.       4.      56.      47.468],22,B0043,20,757,00757.csv,1.6424273190907800,,
charge,[2010.       6.       5.       5.      49.      38.281],22,B0043,21,758,00758.csv,,,
discharge,[2010.      6.      5.      8.     50.     47.75],22,B0043,22,759,00759.csv,1.6353664801041300,,
impedance,[2010.       6.       5.       9.      47.      27.109],24,B0043,23,760,00760.csv,,0.059814931127301800,0.10077831941231200
charge,[2010.       6.       5.      10.      19.      11.203],22,B0043,24,761,00761.csv,,,
impedance,[2010.       6.       5.      13.      24.      19.718],24,B0043,25,762,00762.csv,,0.06080278322959830,0.10346301364637400
discharge,[2010.       6.       5.      13.      56.       3.921],22,B0043,26,763,00763.csv,1.633232875930850,,
charge,[2010.      6.      5.     14.     48.     40.64],22,B0043,27,764,00764.csv,,,
discharge,[2010.       6.       5.      17.      49.      52.625],22,B0043,28,765,00765.csv,1.6258840554387900,,
charge,[2010.       6.       5.      18.      42.      16.578],22,B0043,29,766,00766.csv,,,
discharge,[2010.       6.       5.      21.      43.      27.734],22,B0043,30,767,00767.csv,1.617976174654770,,
charge,[2010.       6.       5.      22.      35.      48.546],22,B0043,31,768,00768.csv,,,
discharge,[2.0100e+03 6.0000e+00 6.0000e+00 1.0000e+00 3.6000e+01 5.8156e+01],22,B0043,32,769,00769.csv,1.6136652707274000,,
charge,[2.010e+03 6.000e+00 6.000e+00 2.000e+00 2.900e+01 1.406e+00],22,B0043,33,770,00770.csv,,,
discharge,[2010.       6.       6.       5.      30.      11.906],22,B0043,34,771,00771.csv,1.605821026619690,,
impedance,[2010.       6.       6.       6.      26.      12.265],24,B0043,35,772,00772.csv,,0.0609403216648771,0.10003120292465000
charge,[2010.       6.       6.       6.      57.      56.937],22,B0043,36,773,00773.csv,,,
impedance,[2010.       6.       6.      10.       3.       8.109],24,B0043,37,774,00774.csv,,0.0627657269457884,0.10569902497986400
discharge,[2010.       6.       6.      10.      34.      53.031],22,B0043,38,775,00775.csv,1.6033527961961500,,
charge,[2.01e+03 6.00e+00 6.00e+00 1.10e+01 2.70e+01 8.12e-01],22,B0043,39,776,00776.csv,,,
